,Unnamed: 0,age,comment,likes/views,link,promo,user
202,202,JUNE 4,I’m the real winner 🏆 this week. I had more fun on these dates this week than I could have imagined possible. I feel so blessed that I have all these wonderful men coming along on this journey with me. There’s no denying that things got heated during our time in Newport and I’m excited for you to see next week (we air on Tuesday y’all) how this week concludes for me. I made a decision that I stand by and it will change the course of where things go from here. I appreciate everyone coming along to watch as I try to find my husband. #BachelorNation is the best- and it’s only gonna get better from here. Until next week 🌹,"236,620 likes",/ByUB6rdHOzJ/,1,alabamahannah
203,203,JUNE 3,H🏀🏀P! there it is. it’s @bacheloretteabc monday #thebachelorette,"167,442 likes",/ByQjRzXnErP/,1,alabamahannah
205,205,JUNE 2,interrupting my @jonasbrothers and @taylorswift fan girl moment to remind y’all I’m still looking for love tomorrow night. 💕,"207,138 likes",/ByN5bG8nz5j/,1,alabamahannah
206,206,MAY 27,welcome to the jungle. who’s pumped for tonight’s wild episode? 🙋‍♀️ #thebachelorette,"178,759 likes",/Bx--cMnHx8_/,1,alabamahannah
207,207,MAY 21,save the “beast” for last. #jimmykimmellive #thebachelorette,"128,888 likes",/BxvXiPMniiE/,1,alabamahannah
208,208,MAY 20,sometimes ya gotta “roll” with the “messiness” of life to find your “Mr. Right”. (see what I did there?) #thebachelorette I hope y’all are loving this episode!! 🌹🌹🌹,"174,673 likes",/BxtK-MNng1N/,1,alabamahannah
209,209,MAY 20,Monday Mood #thebachelorette 🌹,"1,146,693",/BxsmvKCHWa2/,1,alabamahannah
211,211,MAY 17,thanks for the warm welcome back. It’s been so great catching up with you all! ♥️,"163,208 likes",/Bxltq7GntaR/,1,alabamahannah
212,212,MAY 15,"Hi, my name is Hannah and I’m the Bachelorette. (Wow-what!?) This experience has been something else. I am beyond grateful, but dang somebody should have warned me that dating 30 men ain’t easy!
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I’m still recovering, but don’t worry, the Beast is back y’all!","334,194 likes",/Bxf2jrsHYjH/,1,alabamahannah
214,214,MARCH 5,ready for all the clapbacks tonight? #WTA #thebachelor,"160,543 likes",/BupG9VLBTnr/,1,alabamahannah
219,219,FEBRUARY 21,"HAPPY BIRTHDAY to my girl, @demi_not_lovato!! We have a dang good time don’t we? — (some people don’t get us because they can’t hang and ultimately just aren’t invited too) but there is no one I’d rather laugh, cry, and Kung fu fight with. Let’s keep it real, forever. So excited for all the love, happiness, and adventure ahead for you, my friend! Thankful I get to tag along and be your #1 fan! Have the best day DemiFool 💗👯‍♀️ ⠀⠀⠀⠀⠀⠀⠀⠀⠀
in honor of the queen, here are a few of my favorite clips of us. (i’m no audio tech so the sound is shat but 🤷🏼‍♀️)","60,072 likes",/BuKfi16Bf_m/,1,alabamahannah
241,241,6 DAYS AGO,I Have My Own Baseball Card,"1,007,870",/BylORbvALAc/,1,garyvee
245,245,7 DAYS AGO,Yesterday on my 30 days of Vegan video people asked to see my workout routine— you guys down? 💪🏼🏋🏻‍♂️🏀 #mensfitness #squatspo,"185,027 likes",/ByiJxQ1F8xk/,1,doctor.mike
246,246,JUNE 5,NYC has my back 🏙 Without a doubt the greatest city in the world! 🔥❤️ #nyc #mensfashion #mensstyle,"196,453 likes",/ByVRvTzFyA4/,1,doctor.mike
248,248,MAY 19,When @thebearpup attacks during a photo 🐻😂 You guys are in for a real treat on @youtube today with me and @mollyburkeofficial 📽⛑🎉 #operation #linkinbio,"138,916 likes",/Bxpf15SBcRG/,1,doctor.mike
249,249,MAY 14,"Spending the week learning in #boston @mitsloan with topics on leadership, SoMe, inclusion, and disability 📓❤️⛑ Excited to share what I learn with you soon! #mit #alwayslearning","217,960 likes",/BxcmjfIhczQ/,1,doctor.mike
252,252,APRIL 15,YT Merch Coming At You Like...🤫👔🔥 #merch #mensfashion #comingsoon,"313,906 likes",/BwS_E0sDOjw/,1,doctor.mike
261,261,FEBRUARY 24,I tried Keto for 30 days and the result is....a very entertaining video 😂😂😂 Check out the link in bio #ketodiet #weightloss #vlog,"279,379",/BuRswpfjv2B/,1,doctor.mike
263,263,FEBRUARY 13,My 2nd year playing as a model to raise awareness of a critical men’s health issue 🤓👔⛑ @prostatecancerfoundation @bluejacketfashionshow #nyfw #menshealth #mensfashion,"258,561 likes",/Bt1ut_hDnCQ/,1,doctor.mike
264,264,FEBRUARY 7,Two doctors with different specialties ⛑😜 Shared the runway tonight w @ryaneggold at the @bluejacketfashionshow benefiting the @prostatecancerfoundation 👔#doctors #newamsterdam #nyfw,"164,552 likes",/BtmhW_uj-IT/,1,doctor.mike
270,270,7 HOURS AGO,"night one with @thetechnicolors , tonight. Washington DC. see youuuuuu !!",157 likes,/By0E-AUgO_4/,1,_dealcasino_
273,273,5 DAYS AGO,We will be doing an instagram live video tomorrow (Thursday) night at 9pm EST. We’re just going to play a lot of songs. Be sure to tune in and harass us. Photos: @_codycutter,625 likes,/BynKHuzgIn_/,1,_dealcasino_
274,274,6 DAYS AGO,made a #sick rippin’ pipin’ rippin’ playlist for upcoming hometown show. its good. follow it. link in bio @hibottledblonde @seanmcverry @sonicblumeband @itsatrappe,291 likes,/BykgrYDAgsK/,1,_dealcasino_
275,275,7 DAYS AGO,"back in the van in ONE WEEK. DC, PHILLY, NYC, BOSTON, CLEVELAND, CHICAGO w @thetechnicolors .. all tickets are on sale now. photo: @_codycutter",464 likes,/ByiJPw1AVMx/,1,_dealcasino_
276,276,JUNE 7,"ASBURY PARK, AUGUST 8th. TICKETS ARE NOW ON SALE (link in bio) | Photo: @cc4prezi Screen art: @brian_wrensen",797 likes,/ByaUWFag8KF/,1,_dealcasino_
277,277,JUNE 6,"Hey we’re going to do an instagram live video next Thursday 6/13 at 9pm EST. What songs do you fools want to hear? Command us.
Photo: @sarahwaxberg",492 likes,/ByXrFt6ADvY/,1,_dealcasino_
279,279,JUNE 3,"THURSDAY AUGUST 8th, ASBURY PARK ~ TICKETS ON SALE THIS FRIDAY 10AM (ALL AGES) art: @brian_wrensen @captaincreativegroup",506 likes,/ByQMlAaAdgs/,1,_dealcasino_
280,280,JUNE 2,NJ show announcement tomorrow. Our moms are probably coming so you should too. Stay tuned fools. Photo: @_codycutter,466 likes,/ByN7zrXAbt5/,1,_dealcasino_
282,282,MAY 31,"12:15, main stage #dealcasinoLLC",743 likes,/ByILNEWAEyU/,1,_dealcasino_
283,283,MAY 31,"Robin Hood, produced and engineered by @erikkaseromero mixed and mastered by @timbopan ~ extra extra thanks to the real NJ Boss @allihagendorf for debuting it @spotify ‘s New Noise playlist. (Link in bio) HAPPY @govballnyc DAY !!",437 likes,/ByIDO5GAOb3/,1,_dealcasino_
284,284,MAY 30,"Ok tomorrow is @govballnyc and we’re stoked. If you’re going to be there, please sign JoeP’s pants. Also check out our shoes in the second photo. (We play at 1215 on da main stage) Photo by @cc4prezi",513 likes,/ByGdcsqAvAk/,1,_dealcasino_
285,285,MAY 27,@govballnyc on friday. We scared. Main Stage at 12:15pm. Photo: @_codycutter,531 likes,/Bx_Aca6A-l1/,1,_dealcasino_
289,289,MAY 21,"We're trying to be professionals and get this acoustic tour booked, but WE NEED YOUR HELP! Fill out the survey in our bio if you have a place that we can turn into a makeshift venue and have people listen to the sweet soft sounds of the acoustisized versions of our songs",548 likes,/BxusHooARhV/,1,_dealcasino_
290,290,MAY 19,"joeP is sick as the dog right now but here he is ripping a nice healthy piss before a show. Come to @govballnyc and watch us while you wait to see @feliciathegoat
Photo: @_codycutter",690 likes,/Bxp0RxGg3Hn/,1,_dealcasino_
291,291,MAY 17,"If you would like us to come to your house this summer to play a lil acoustic set and you don’t mind like 30-40 people in your crib, message us what town you’re in and let’s make shit happen. Photo: @kelseysmith_photography #houseshow #livingroom #poolparty #icecreamcake #crunchies",739 likes,/Bxj886vAoFm/,1,_dealcasino_
293,293,MAY 13,"Robin Hood, Friday 5/31 🎙🔈 sound on for preview 🔈🎙 pre save link in bio! (please do that.) (love you.) (forever.)",860,/Bxaf9IAgccb/,1,_dealcasino_
294,294,MAY 9,This tour is almost over and we are sad. #atlanta tonight. Come watch joeP snap his little frog legs into pieces. 🎥: @badflowerjoey,950,/BxQJWE6g0yO/,1,_dealcasino_
295,295,1 HOUR AGO,I’m proud of @TaylorSwift for making this video. I’m proud to be in it. I’m proud to be a member of this community. Happy #Pride. #YNTCDmusicvideo,"783,653",/By0q9cjHaic/,1,theellenshow
296,296,2 HOURS AGO,"So many talented kids on my show today, I had to put them in a carousel.","71,343 likes",/By0jZRkhuat/,1,theellenshow
297,297,21 HOURS AGO,"‪My friend @taylorswift asked me to be in her new music video, “You Need To Calm Down.” It premieres tomorrow! Now I need to calm down.‬","1,194,975",/ByyiTK4nagg/,1,theellenshow
300,300,2 DAYS AGO,Life’s First Evers season 2 premieres Monday! I don’t think you’re ready for this Jeannie. @iamjeanniek,"2,597,177",/BytJW_SB-aO/,1,theellenshow
302,302,3 DAYS AGO,@KumailN must have been incredibly hydrated today.,"3,134,610",/Bysx5-UBNSf/,1,theellenshow
303,303,3 DAYS AGO,@KumailN is hilarious. Oprah knows. Don’t miss tomorrow!,"3,084,688",/Byq7dDyhjEp/,1,theellenshow
305,305,4 DAYS AGO,"I’m glad Adam investigated the missing champagne. I’m also glad he didn’t check my office.
Find out what happens on ellentube.com.","1,272,352",/ByqRwmjBwmD/,1,theellenshow
306,306,4 DAYS AGO,"The ""Parks and Rec"" cast still hangs out.
@plazadeaubrey","2,424,295",/ByqH6tuhWtZ/,1,theellenshow
307,307,4 DAYS AGO,"Tomorrow, watch out for Chucky, @plazadeaubrey.","3,712,494",/ByoVW2nBriM/,1,theellenshow
308,308,4 DAYS AGO,"This is my friend @sir_twitch_alot dancing with my niece, Eva... Or as I now call her, Lil Niecy.","3,822,877",/ByoGbVRBaBF/,1,theellenshow
309,309,5 DAYS AGO,Growing up in the Sudeikis/Wilde house sounds like an adventure.,"3,989,063",/Byn3zDqBg8u/,1,theellenshow
311,311,5 DAYS AGO,"My staff is so excited for the new season of ""Younger."" It premieres tonight! #YoungerTV","1,701,005",/BynVoX5Bc9L/,1,theellenshow
312,312,5 DAYS AGO,"Tomorrow, Jason Sudeikis guest hosts my show!","2,025,017",/Byly2Ych2ha/,1,theellenshow
313,313,5 DAYS AGO,This Pony is excited. #Frozen2,"1,757,628",/Bylqe69Bmph/,1,theellenshow
315,315,6 DAYS AGO,"In honor of today’s podcast, here’s Kevin’s 8th-grade graduation photo. #EllenOnTheGo #ItGotBetter
@kleman","133,254 likes",/BylUi_ThLbO/,1,theellenshow
316,316,6 DAYS AGO,"I learned some hard truths today.
@deanornishmd","2,686,837",/BylFBZlB8u_/,1,theellenshow
317,317,6 DAYS AGO,They don’t call them Do Good Daniels for nothing. @TheDanielsFamily,"1,877,905",/Byk8e3_hDnm/,1,theellenshow
318,318,6 DAYS AGO,Don’t miss @HowieMandel on my show tomorrow (unless you’re his wife).,"5,914,999",/ByjP5qyBwkm/,1,theellenshow
319,319,6 DAYS AGO,"Do you think you could get it in with $5,000 on the line?","4,010,922",/Byi8kOlBkuQ/,1,theellenshow
320,320,MAY 27,Don’t miss it!,"4,304 likes",/Bx-_BxCnuEA/,1,jerryseinfeld
321,321,MAY 24,@iamcolinquinn on @cnn on #memorialday,"3,208 likes",/Bx2zYb9H5t3/,1,jerryseinfeld
322,322,MAY 16,"Howard, now I have two things from you I like - #HowardSternComesAgain and one of yours and @bethostern’s rescues, Ramón.","71,036 likes",/Bxhx6OUHZRe/,1,jerryseinfeld
323,323,FEBRUARY 3,"My first time in the 991.2 GT3 RS I am very surprised that I am very surprised at the progress from Gen 1 RS. GT2 is more of an overwhelm of power, of course, but I think for the Pure 911 Obsessed, me, this is the better drive. Most precise Porsche experience ever.
Thanks to my friends @TheCollectionFL for letting me try it and @Porsche for still making our dreams come true.","92,597 likes",/BtbgGMHAXhe/,1,jerryseinfeld
324,324,JANUARY 30,"I met @gadelmaleh 12 years ago, and I instantly recognized him as a true comedian. Go see him, he’s brilliant.","31,590 likes",/BtRPrqeARQB/,1,jerryseinfeld
326,326,JANUARY 4,"We made this little tribute to one of our favorite people ever in the world of comedy, the one and only Bob Einstein. (And yes, I did give him the car..) [Link to full video in bio]","257,738",/BsPAYI6ARA3/,1,jerryseinfeld
330,330,"OCTOBER 16, 2018",Comedians On Scooters Feeling Italian @lavazzausa,"133,485 likes",/Bo_wZxiHH6m/,1,jerryseinfeld
331,331,"SEPTEMBER 13, 2018","Last night at Carnegie Hall a killer lineup of performers helped Jessica and I in supporting @goodplusfdn’s work to fight poverty by supporting hardworking fathers and families. We were also honored to have incredible supporters and friends on hand, including @chrisrock, @amyschumer, @gstephanopoulos, @therealaliwentworth, @bethostern, @iambarondavis, @tiffanyhaddish and @chrissyteigen! You can still help GOOD+ do its important work by texting GOODPLUS to 91999. #AGOODEvening","37,563 likes",/BnrkRm3B4LO/,1,jerryseinfeld
332,332,"SEPTEMBER 13, 2018","So much fun last night sharing the stage at Carnegie Hall with so many friends to support @GoodPlusFdn. I can’t thank them enough for honoring Jessica and me with their talents, including @lesdogggg, @gadelmaleh, @sebastiancomedy, @michaelstrahan, @sethmeyers, @johnlegend, as well as @common, @robertglasper, and @karriemriggins1 of @augustgreeneband – and the New Life Tabernacle Choir! And @djdnice at the party! All in all.. #AGOODEvening","29,879 likes",/BnrfxMlBzdp/,1,jerryseinfeld
333,333,"AUGUST 14, 2018","Today, two of the World’s Greatest 911SC battled it out. There are less than 20k miles on these two combined. This model’s time has come.","50,225 likes",/BmfDo5EAYkz/,1,jerryseinfeld
334,334,"AUGUST 2, 2018","Excited to announce that @Common and @Michaelstrahan have joined the lineup at @GOODPlusFdn’s Evening of Comedy + Music on September 12 at the Stern Auditorium/Perelman Stage at Carnegie Hall. Join us to support @GoodPlusFdn in providing education, training and support to fellow dads and families across the country. Visit http://goodplusfoundation.org for tickets.","8,250 likes",/Bl-s00DggvX/,1,jerryseinfeld
335,335,"JULY 27, 2018",Mad Hatter Chatter. @johnmulaney @hasanminhaj @theellenshow,"225,392",/BlvanDAn6_A/,1,jerryseinfeld
336,336,"JULY 26, 2018",Caffeinated and opinionated. @theellenshow @brianregancomedian @iamabfalecbaldwin,"205,885",/Bls8zL1H7Zj/,1,jerryseinfeld
337,337,"JULY 22, 2018","With this car, it’s like if James Bond goofed around all day. @ferrari","224,056",/BliVNbUAxuC/,1,jerryseinfeld
339,339,"JULY 19, 2018","High school can be tough, but it gets better. Just take it from Massapequa’s two most famous losers.","163,467",/BlbC-yugF6k/,1,jerryseinfeld
340,340,"JULY 17, 2018","Awkward silences. Souvenir shopping. Comedians in Cars has something for everyone. Now streaming on @Netflix.
.
.
.
@iamabfalecbaldwin in a 1974 @bmw 3.0 CS @theellenshow in a 1977 @toyota FJ40
@johnmulaney in an 1969 @alfaromeousa Giulia Super
Zach Galifianakis in 1973 @VW Thing Dual Sport","27,827 likes",/BlV4btHgLLO/,1,jerryseinfeld
349,349,2 DAYS AGO,#HappinessBegins @genies,"279,470 likes",/Byvg9I-Hb_r/,1,jonasbrothers
350,350,2 DAYS AGO,Don’t forget to tune-in to a brand new episode of @allthat tonight at 8:30pm ET on @nickelodeon 🍔 We’re performing and grabbing a bite to eat over at Good Burger 😂,"387,813 likes",/ByvM3Eqn9-z/,1,jonasbrothers
352,352,3 DAYS AGO,#Runaway • June 21st • @sebastianyatra @daddyyankee @nattinatasha,"709,019 likes",/ByswV7XHCQl/,1,jonasbrothers
353,353,3 DAYS AGO,Tickets for the 5 new #HappinessBeginsTour shows are officially on sale now!! Get tickets at jonasbrothers.com 🎟,"414,420",/BysVpcsHCwq/,1,jonasbrothers
354,354,4 DAYS AGO,Guess who’s on @allthat this Saturday?!,"1,116,140",/ByqTZHYn-Z_/,1,jonasbrothers
355,355,4 DAYS AGO,#VerifiedFans you’re up next! Get your tickets for the 5 new #HappinessBeginsTour dates now at jonasbrothers.com!!,"326,127",/Bypxpv0nYas/,1,jonasbrothers
356,356,4 DAYS AGO,#OnlyHuman on @fallontonight last night! Full video is up now on YouTube if you missed it 🎺✨,"1,001,707",/Bypm9KynFHQ/,1,jonasbrothers
359,359,5 DAYS AGO,It’s time!! The exclusive pre-sale for @AmericanAir #AAdvantage @Mastercard credit card holders starts now on the east coast 💥 Get tickets at jonasbrothers.com,"129,247 likes",/BynL9YEHrJo/,1,jonasbrothers
360,360,5 DAYS AGO,We may have found the new #HappinessBeginsTour stylist? 🤔 #lunatics #keithdick @chrislilley,"495,422 likes",/BynKpRuHiqP/,1,jonasbrothers
361,361,5 DAYS AGO,We were up and down and barely made it over... #HappinessBegins,"339,972",/BylsxvuHILA/,1,jonasbrothers
362,362,6 DAYS AGO,"Sat down with the one, the only, the legendary @DrPhil for the #PhilInTheBlanks podcast! Link to the full episode is in our IG story now 😎","151,225 likes",/BylPKP7nW10/,1,jonasbrothers
363,363,6 DAYS AGO,#Sucker... but with classroom instruments! Full video is up now on YouTube and we’ll be back on @fallontonight tomorrow night too!!,"1,455,325",/ByktBvdnQuZ/,1,jonasbrothers
364,364,7 DAYS AGO,Just launched a free #HappinessBegins filter +pack with @acolorstory!! Here’s the #OnlyHuman filter 😎 There’s three more in the app for you guys!,"289,864 likes",/ByifAiWHzWZ/,1,jonasbrothers
365,365,7 DAYS AGO,🚨 Just added 5 more shows to the #HappinessBeginsTour 🚨 @americanair #AAdvantage @mastercard card holders pre sale begins Wednesday June 12!,"226,709 likes",/ByiC__FHe4V/,1,jonasbrothers
366,366,7 DAYS AGO,More US shows coming your way people!! We just added 5 more shows to the #HappinessBeginsTour 🔥😎 Tickets on sale this Friday!,"381,127",/ByiChhFH4QK/,1,jonasbrothers
370,370,6 DAYS AGO,I recently travelled to London & Copenhagen bringing only the @CanonUSA #EOSRP and the Canon RF 24-105mm f4 L IS USM lens with me. This was the perfect travel combo for exploring a new place without having to carry a backpack full of gear. Here’s a few images from my travels abroad 🤘🏻#ad #TeamCanon,"5,503 likes",/Byk8_77l3PE/,1,bdorts
373,373,JUNE 4,A morning stroll through the streets of Copenhagen. @visitcopenhagen,"4,380 likes",/ByS93OulJIr/,1,bdorts
375,375,MAY 24,Walking through the colorful streets of Copenhagen. I couldn’t decide which one I liked more so here’s both 🙌🏻 @visitcopenhagen,"5,260 likes",/Bx2m_d7FLu6/,1,bdorts
376,376,MAY 19,"Been running around the streets of Copenhagen for the last few days and it’s definitely one of my new favorite cities 🤘🏻
@visitcopenhagen","5,126 likes",/Bxp_VHTlWpw/,1,bdorts
377,377,MAY 16,#ad Looking back on a weekend well spent. Road tripping along the Oregon coast with the new @CanonUSA EOS RP allowed me to pack light without sacrificing image quality. We made s’mores around the campfire and talked about future travels. Couldn’t ask for a better weekend with friends. More photos from this on my story 👋🏻 #TeamCanon #EOSRP,"5,578 likes",/BxiSQy1lq6r/,1,bdorts
397,397,3 DAYS AGO,WALE GETS IT! 🙌,"95,079 likes",/BysuShcgznq/,1,aliwong
399,399,5 DAYS AGO,"Wish I could wear my hair like a warrior princess everyday! It makes me wanna grab a sword, run through some ancient ruins and have an asexual robot friend. But alas, I will have to settle for greasy warrior mom bun. Thank you again to @marcusrfrancis @samuelpaulmakeup @littleom @nomianyc @31philliplim @loq for this awesome look for @jimmykimmellive","123,773 likes",/BynoawmgSLz/,1,aliwong
400,400,5 DAYS AGO,"As you can see from this gag reel, we had the best time making #AlwaysBeMyMaybe ❤️ Watch the full video on YouTube","452,383",/Byk2DrhAXk6/,1,aliwong
401,401,6 DAYS AGO,Thank you for having me @jimmykimmel,"46,877 likes",/BykfrTqgjvu/,1,aliwong
402,402,JUNE 9,It’s not even Halloween yet and already it has begun. I am so grateful 🙏 #AlwaysBeMyMaybe,"118,453 likes",/BygOGSTgrUQ/,1,aliwong
403,403,JUNE 8,🎤 Best Believe I Kissed Keanu Reeves🎵 #AlwaysBeMyMaybe,"164,172 likes",/Byc4a5zAGPP/,1,aliwong
405,405,JUNE 7,"Due to overwhelming demand we have added a second show in PHILADELPHIA! General onsale for additional shows in LOS ANGELES and SAN FRANCISCO has begun as well. Link to tix in bio, no presale code needed. #MilkAndMoneyTour","10,868 likes",/ByabcLBgpQF/,1,aliwong
406,406,JUNE 6,"The great @rubyibarra made this awesome song for our movie. Unfortunately we couldn’t find the right place for it, but I’m so glad I could share it here, and hope you love it as much as I do. Also she’s performing live in LA this Saturday. Go to her Instagram page for more info. #AlwaysBeMyMaybe","183,562",/ByYlfJrAshs/,1,aliwong
408,408,JUNE 5,"LOS ANGELES and SAN FRANCISCO! The presale is on for my additional shows. I won’t be adding any more after this, I mean it! 😘 Link to tix and code in bio 👆👆👆","11,227 likes",/ByVejpmgQx4/,1,aliwong
409,409,JUNE 5,Philadelphia! The presale has begun. Top tix will include an autographed copy of my book “Dear Girls”. Link in bio for tix and presale code 👆👆👆,"18,722 likes",/ByVKO29gJwr/,1,aliwong
410,410,JUNE 4,"Producer Erin Westerman, director Nahnatchka Khan, Me, Chefs Niki Nakayama and Carole Iida Nakayama. Just me sandwiched between some of the brilliant women working behind the camera on the movie. Niki and Carole took time from their busy ass schedule at @nnakarestaurant to design the food in #AlwaysBeMyMaybe ❤️ This photo is from our meeting where Niki and Carole first busted out pictures and descriptions of the monochrome plate, the headphones dish and everything else you see in that double date Maximal restaurant scene with Keanu. Who knew those two were so fucking funny??!!!!! And they just got awarded TWO Michelin stars last night!!!! 🎉🙌💯👍👯‍♀️🍾🥂","33,622 likes",/BySvZ-UAh8e/,1,aliwong
411,411,JUNE 3,"NIKI NAKAYAMA’S @nnakarestaurant JUST GOT AWARDED 2 MICHELIN STARS!!!! This is a very big deal! Congrats my hilarious and brilliant sister!!!!! 🍾🥂👯‍♀️ FYI, @nikinakayama and @carolerikaiida designed the food for #AlwaysBeMyMaybe ❤️","85,499 likes",/ByRc3owgtA7/,1,aliwong
412,412,JUNE 3,"Due to overwhelming demand, I am now doing 12 shows at the Wiltern in Los Angeles and 12 at the SF Masonic 😬 I am also adding ONE more city to the #MilkAndMoneyTour during the week of my book release in October: PHILADELPHIA!!! About 1000 tix to that show will include an autographed copy of “Dear Girls.” The presale begins Wednesday at 10am local time. Stay tuned for details! Link in bio for tix to the rest of the #MilkAndMoneyTour","46,550 likes",/ByQO6DngUvx/,1,aliwong
413,413,JUNE 2,"If you haven’t watched #AlwaysBeMyMaybe yet, I suggest you get to it tonight before all your co-workers discuss the big spoiler at work tomorrow!","112,317 likes",/ByPFSCoAxv4/,1,aliwong
414,414,JUNE 2,#AlwaysBeMyMaybe is now streaming on Netflix. This picture perfectly captures how I’m honestly feeling: a mix of overwhelming emotions!,"133,026 likes",/ByNudQ6AxzM/,1,aliwong
415,415,JUNE 1,Now streaming on Netflix ❤️,"104,174 likes",/ByLF_TggwTx/,1,aliwong
416,416,MAY 31,I’m gonna sleep with the card underneath my pillow while listening to Erykah Badu’s “Next Lifetime” #AlwaysBeMyMaybe (for real tho DDK!),"550,919",/ByJX8b0A3P9/,1,aliwong
417,417,MAY 31,"🎶 Don’t be fooled by the rocks that I got, I’m still, I’m still a tired ass mom from the block 🎵 Swipe to see the remaining dates for the #MilkAndMoneyTour Go to link in bio for tix 👆👆👆See you soon HONOLULU!!!","57,993 likes",/ByIW33SgDw_/,1,aliwong
418,418,MAY 30,"#tbt Our incomparable script supervisor Kristin Rapinchuk, me and the queen Nahnatchka Khan. I love them both so much. Almost as much as I love the Costco coupon book. Introducing my 11-year-old niece to them on set was so important to me. I wanted my niece to see all of these powerful women working behind the camera, so she could know all the possibility that there is for her in this world. Now when she thinks of a film director, the picture in her mind, will be of Nahnatchka Khan. #AlwaysBeMyMaybe","20,424 likes",/ByGiILfgEdl/,1,aliwong
419,419,MAY 30,"Some advice: collaborate with people you absolutely adore and admire. It’s been a wild journey old friend. I can’t wait for everyone to witness your incredible and hilarious performance. They’ve seen you before, but never like this. #AlwaysBeMyMaybe is on Netflix tomorrow!!!","98,766 likes",/ByE-V8Mgzdh/,1,aliwong
422,422,1 DAY AGO,I’m proud to lend my voice to protect nature through the @LionsShareFund. Check out this @dwnews video to learn more about how our simple idea can have a huge impact on our planet.,"254,383",/ByxfYwFH59P/,1,nikolajwilliamcw
423,423,5 DAYS AGO,That was amazing. Thanks to @nunatakadventures for showing us this unique place just outside Tasiilaq in Greenland. And that was indeed the largest size helmet they had. If you are in DK then tonight at 20.45 or go to dr.dk - N,"518,370",/BynTzekHbMr/,1,nikolajwilliamcw
425,425,MAY 29,Had such a great trip to uummannaq in the north west of greenland. Tonight on @dr1tv aira the episode we shot there. Hvis du er i DK så se med kl 20.45,"277,123 likes",/ByDcJL0J84K/,1,nikolajwilliamcw
426,426,MAY 28,Hey @willyouflipmeoff . That was enjoyable. Feel better now. Thank you @logansteppert Check out @willyouflipmeoff . Really cool collection,"131,618 likes",/ByAzL9wp2TZ/,1,nikolajwilliamcw
427,427,MAY 26,My daugter @filippa_costerwaldau and my wife @nukakacosterwaldau just voted. Filippa for the first time. If you live in the EU. There’s still time. Make your voice be heard :-),"145,522 likes",/Bx7wMrVpfdY/,1,nikolajwilliamcw
430,430,MAY 20,THANK YOU !!!!! #gameofthrones #aryastarksequel #bestcastandcrew,"3,632,508",/BxswpkslPpW/,1,nikolajwilliamcw
431,431,MAY 19,Thank you for watching #gameofthrones #seasonfinale,"2,301,825",/BxqYrq0ldce/,1,nikolajwilliamcw
432,432,MAY 15,"Thanks GIO. @gio_journal
Photographer @johnrussophoto
Stylist @justinlynnstyling
Groomer #benthigpen","454,062 likes",/Bxfpj1_puM2/,1,nikolajwilliamcw
434,434,MAY 12,LET THE GAME BEGIN. Enjoy episode 805 of #gameofthrones,"4,091,810",/BxYZgR0n5lm/,1,nikolajwilliamcw
436,436,MAY 8,"Singapore esquire . Thanks. A fun day Esquire Singapore: @esquiresg
Editor-in-chief: Norman Tan @musingmutley
Photographer: Lenne Chai @lenneigh | ADB Agency @adbagency
Stylist: Evet Sanchez @evetsanchez | The Wall Group @thewallgroup
Groomer: Benjamin Thigpen @benjaminthigpen | Statement Artists @statementartists
Interview and story: Rich Monahan @richmonahan","198,508 likes",/BxNZTS-JMIy/,1,nikolajwilliamcw
437,437,MAY 8,Tonight at 8.45 pm eps 1 of my traveldoc around Greebland airs on danish television. Hopefully it’ll cone to the rest of the world later this year. Se med iaften kl 20.45. :-) - N,"1,083,097",/BxNPEy8HKNt/,1,nikolajwilliamcw
438,438,APRIL 28,Preparing for tonights episode. BATTLE OF WINTER FELL #gameofthrones #atlatl,"1,479,511",/Bw0c6GHHn7I/,1,nikolajwilliamcw
441,441,APRIL 16,"Thanks Nobleman. Great experience working with you . @NoblemanMagazine
Issue No. 9 - Available now newsstands nationwide
Photographer: @johnrussophoto
Editor-in-Chief: @ocdoug","333,848 likes",/BwU2G9RJMEY/,1,nikolajwilliamcw
442,442,APRIL 15,Huge thanks to everybody who showed up tonight in Copenhagen at the final GOT premiere. Not least Søren from the amazing fan group ‘a Camp of ice and fire’ you guys always make it 50 % more fun ! . I wish we could screen every episode on the big screen . It looks insane and its so much fun to share the experience. Enjoy the next 5 weeks :-) @ilariaurbinati @brioni_official @hbonordic @pilouasbaek,"276,278 likes",/BwSoxDgp81w/,1,nikolajwilliamcw
446,446,JUNE 7,"@letterman’s newest season has a lot of fantastic guests, but for me, there’s one clear standout: @melindafrenchgates. I got to make a short cameo in Melinda’s episode. Letterman pitched a few crazy ideas for Microsoft and convinced me to try a sandwich with Worcestershire sauce and peanut butter (which I regret). Check it out on @netflix.","103,002 likes",/Byanj2JAR_h/,1,thisisbillgates
447,447,MAY 20,"Summer is my favorite season to carve out extra time for reading. If you’re already starting to think about your summer reading list, here are five terrific books I’ve read so far this year. #bookstagram","306,516 likes",/BxsacGglBLF/,1,thisisbillgates
