,Unnamed: 0,age,comment,likes/views,link,promo,user
180,180,JUNE 7,"I made a quick stop in Yosemite the other day to watch the sunrise and witness the most swollen Merced river I have ever seen. It blew my mind to see what 200% snowpack can result in.. waterfalls are raging of course but more importantly Merced is deep and fast moving with class 5 rapids in places where you could walk ankle deep. It’s a pretty otherworldly sight to see trees just floating mid trunk. Such a beautiful sight ... except the mosquitos are on a whole new level... Biblical even.
Quick iPhone documentation here.","150,868 likes",/ByaseI5l7xv/,0,chrisburkard
181,181,JUNE 5,"Please Read.
Transparency is everything.... and in a concerted effort to be more transparent I have been working this year to take physical & mental stock of my toll on the environment. Which is why I am working in 2019 to create an Environmental Advocacy Document that is available to the public on my website listing the many Environmental Partners we have supported & continue to work with Including NGO’s & Social Justice groups over the last 10 years. As well as measure my carbon footprint.
This document also includes efforts made both personally & through my business that have helped define what we (my team & I) stand for. Decisions like running our entire office off of solar, being a certified Green business by the county of San Luis Obispo or personal choices like eating vegan or having a veggie garden. Every decision makes a difference, even the small ones.
I do this not for bragging rights but to hopefully set a better example of transparency in a day and age where so many of us make our living and livelihood from nature. I hope others will do the same.
A few of the Environmental Advocacy groups we have been lucky to work with are:
@tompkins_conservation @surfrider @wavesforwater @protectourwinters @folkeaksjonen @conservationorg @goparks @npcapics Halendid.is","105,345 likes",/ByWjXcPlF3i/,0,chrisburkard
182,182,JUNE 5,"My first time seeing & photographing the “blue hour”.... which I used to think was just a funny term people used when it was cloudy & late in the day, but in fact it is a very real phenomena. After a little digging it was explained like this: The blue hour occurs when the Sun is far enough below the horizon so that the sunlight's blue wavelengths dominate due to the Chappuis absorption caused by ozone.
What a world.","43,372 likes",/ByV6SzwFmlq/,0,chrisburkard
183,183,JUNE 4,In the depths of winter our exposure to the Sun can at times be counted in minutes or rather seconds a day. It doesn’t take long to make you realize you need to make the most of every single one... Japan 2018 @kcdeane,"30,302 likes",/ByTjhDkFlUN/,0,chrisburkard
185,185,JUNE 1,"💩 Happens... If you’re a photographer and this sound doesn’t make you want to vomit and cry at the same time then maybe you haven’t had the joy of fusing a CP filter to the front of your lens by dropping it 😣. Point being , you get what you pay for and this sucker was cheap.
But hey .. it can’t all be rainbows and waterfalls here. A good dose of reality behind the scenes is always healthy.","57,132 likes",/ByMXuE3FTR7/,0,chrisburkard
186,186,MAY 31,"Is it too much to ask for people to appreciate the details as well as the big picture. .

@chris_sharma Japan 2019","66,099 likes",/ByIwGcnFz02/,0,chrisburkard
188,188,MAY 28,"A surfboard may just be one of the most useful tools for exploration. Especially when the waves are ankle high. We found no surf in Hokkaido.. it was especially hard to bare after 48 hours or driving & ferry rides. But that didn’t stop us from getting in the water & exploring the pack ice.
@annaehrgott @nolecossart
@prana","73,420 likes",/ByB0Co_lEgA/,0,chrisburkard
189,189,MAY 27,The traditional bathtub boats of Sado island. These women had one the greatest smiles I have ever seen.,"60,601 likes",/Bx-NJvtlfPV/,0,chrisburkard
190,190,MAY 25,In the Bible of stoke there is a verse about this.,"36,745 likes",/Bx5rC7BFTdR/,0,chrisburkard
192,192,MAY 23,"Our happiness is so cheap. What I mean by that is that despite the often overwhelming waves of praise we seek out we tend to focus on the one negative thing. Social media is a great example .. when you share something near and dear to your heart, possibly even opening up about something personal- instead of seeing all the good, we tend to hone in on just the negative comments or those that may not agree.. as if everyone is supposed to? This happens so often in life as well. You can go to great lengths to have a perfect day.. amazing breakfast, favorite music, exercise.. whatever - And the first person to cut you off in traffic steals your attention and your “happiness”. Just something to think about as you go about your day looking for positive, rather than negative.
.

Oh and this photo .. I just like it.","64,619 likes",/Bx0Dp7AFXPb/,0,chrisburkard
193,193,MAY 22,Maybe this is what they meant by Castles in the Sky.,"41,794 likes",/Bxxgx3zFHg-/,0,chrisburkard
200,200,JUNE 8,🎶backstage #CMAfest vibes 🎶,"84,729 likes",/Byc2C4Gn1QD/,0,alabamahannah
204,204,JUNE 2,lived my best life last night.🤩,"319,373 likes",/ByPE-v-HxOd/,0,alabamahannah
210,210,MAY 19,coming for the Iron Throne. 👑,"132,773 likes",/Bxps5y_nnD4/,0,alabamahannah
213,213,MARCH 12,"Wish me luck, y’all.
#thebachelorette 🌹","292,170 likes",/Bu7y4nNhgAl/,0,alabamahannah
215,215,MARCH 3,"have hope, honey.
isaiah 40:31","105,423 likes",/BukSjjhhxyH/,0,alabamahannah
216,216,FEBRUARY 28,"yep. same ol’, same ol’. i’m living for this girl. #tbt","49,307 likes",/Bub_nblBNYi/,0,alabamahannah
217,217,FEBRUARY 25,I hate you missed meeting these party animals tonight. #itwouldexplainalot,"44,885 likes",/BuVVdzthC4S/,0,alabamahannah
218,218,FEBRUARY 24,"staring down monday like... can you give me a sec, I can’t deal. #sundayscaries ⠀⠀⠀⠀⠀⠀⠀⠀⠀
[a lil’ dramatic, I’ll get it together]","86,503 likes",/BuSiU0qBCQU/,0,alabamahannah
220,220,33 MINUTES AGO,What Every 22 Year old Doesn't Know,"94,791",/By0vCpcAGBs/,0,garyvee
221,221,5 HOURS AGO,"For People Who ""Can't Afford"" To Work For Free","410,243",/By0Pnw8A4wd/,0,garyvee
222,222,8 HOURS AGO,"Remember When Free Shipping Was A Sick Deal

Customers get use to things, make sure you capitalize on what works now.","799,640",/Byz3Jt3g908/,0,garyvee
223,223,23 HOURS AGO,Google Is Now Your Mother,"1,001,842",/ByyS_N8gJ_o/,0,garyvee
224,224,1 DAY AGO,"The results always speak.. happiness needs to be the ambition and so kids go hard after your happiness, now if you’re unsuccessful and yet still happy, your parents will still in the end be proud!

Parents don’t always know best, but you’ll have to work hard and be patient cause sometimes you can be delusional at your talent levels and your work ethic.","467,777",/Byx1swmgZ3f/,0,garyvee
225,225,1 DAY AGO,"#happyfathersday @sashavayner <- follow him, he would love it.

I love you very much, you taught me a work ethic that has mattered and an handshake that’s mattered more!

Tag your pops!","626,498",/ByxYmbRAbqy/,0,garyvee
226,226,1 DAY AGO,"Accountability and eliminating entitlement, while still loving yourself is the formula.

It’s a balance, like all things, but this is an observation from one mans pov.

Hope this brings some value!

Watch my face, watch my truth.

Tag 1 person, this one can help!","282,399",/Byv3K_iA_5W/,0,garyvee
227,227,2 DAYS AGO,"We must recognize how much true kindness actually factors into success and happiness for the person DEPLOYING THE HAPPINESS.

If you’re happy pls share it, regardless of what the person does with it, too many have limited their kindness because they are disappointed in the others persons actions once they’ve given.

I remind my happy friends, giving is giving without expectations, don’t confuse giving with manipulation and hopes of getting something when you give🧤♥️","87,821 likes",/ByvUTeXgPJl/,0,garyvee
228,228,2 DAYS AGO,"The “Veegos”

#brilliantminds2019","127,984 likes",/ByutvwMgwhE/,0,garyvee
229,229,3 DAYS AGO,"Being Nice Isn't ""Cool"" Right Now But Will Pay Off Later","1,231,551",/Bys-QBig617/,0,garyvee
230,230,3 DAYS AGO,"I Bet Your Mother Doesn't Know Who You Are

""I Bet Your Mother Doesn't Know Who You Are"" a clip from my appearance on the @whenshappyhr podcast with @betches","1,288,216",/ByseyhtARrh/,0,garyvee
231,231,3 DAYS AGO,"Stop judging yourself, everyone else is doing it for you!","162,815 likes",/BysLEWag1EL/,0,garyvee
232,232,3 DAYS AGO,I Hate How I Talk Sometimes,"925,411",/Byqt6GngOl4/,0,garyvee
233,233,4 DAYS AGO,"Working For Free Is How To Get Your Foot In The Door

Working For Free Is How To Get Your Foot In The Door with @cbrickley603 on #Askgaryvee 315","808,748",/ByqecFpAisE/,0,garyvee
234,234,4 DAYS AGO,The One Thing You Should Always Do With Your Money,"808,659",/ByqCuspg4c5/,0,garyvee
235,235,4 DAYS AGO,Spend The Next 13 Years Doing This And Your Life Will Change,"1,059,850",/Bypl1BTAPSj/,0,garyvee
236,236,4 DAYS AGO,"We continue #whatifwednesdays with the one product I get asked about the most. “Hey @garyvee, when you making an energy drink?” #whatifwednesdays is a series I’m doing around “what if’s” things that we could make for fun :) What do you think about this? How many cans a day? Where does it sell? How much?
Tag someone who would love this","41,032 likes",/ByoP6URgNwE/,0,garyvee
237,237,5 DAYS AGO,My public service announcement for my amazing #instagram community and family and friendships,"336,299",/BynyPLGgKYb/,0,garyvee
238,238,5 DAYS AGO,How we roll when we document everything ... make sure you check the second slide on the carousel,"36,133 likes",/Bynd_y0gaX1/,0,garyvee
239,239,5 DAYS AGO,The Truth Is Undefeated,"888,384",/Bym_m84Alh-/,0,garyvee
240,240,5 DAYS AGO,"To all my fucking “players” out there aka the “executors” “operators” people who are actually putting in the work!

Fuck those popcorn 🍿 eaters...","193,052 likes",/BylsVakAkr0/,0,garyvee
242,242,6 DAYS AGO,"think like a kid when you're parenting

think like a kid when you're parenting w/ @jayshetty","981,766",/BykvmkBAvLl/,0,garyvee
243,243,6 DAYS AGO,Why You Need EQ To Get A Job At Vaynermedia,"817,620",/BykbwCtgoo-/,0,garyvee
244,244,6 DAYS AGO,"These motherfucker -

Like if you feel me","127,090 likes",/ByjYh5SAy7Z/,0,garyvee
247,247,MAY 23,He’s no #direwolf but he’s my protector nonetheless! 🐻❤️👨🏻‍⚕️ @thebearpup #swipe↔️ #newfie #newfoundland,"260,173 likes",/Bxz2AodBGj3/,0,doctor.mike
250,250,MAY 1,Caption this... 🤔💭 #doctor #science,"176,390 likes",/Bw7O4o8jegF/,0,doctor.mike
251,251,APRIL 21,"Elon, if you’re looking for a proper family med doctor, I’m ready for the journey 🔥⛑👨🏻‍⚕️#cautery #notaflamethrower","185,838 likes",/BwheDNZjmn_/,0,doctor.mike
253,253,APRIL 8,Hey You— Why haven’t you seen the doctor for your physical yet? 🤔⛑👨🏻‍⚕️#healthy #happy,"313,770 likes",/BwAXxgaDitp/,0,doctor.mike
254,254,APRIL 3,Exploring #NYC with the newly trained @thebearpup 🐻⛑🏙 #hudsonyards #newfoundland,"232,812 likes",/BvzDmTJjMHw/,0,doctor.mike
255,255,APRIL 1,“You think essential oils do WHAT?!?” ⛑🤔🐍 #health #marketingnonsense #snakeoil,"191,573 likes",/Bvt09M3jKpK/,0,doctor.mike
256,256,MARCH 24,When you and your crush lock eyes 👀😇 #sunday #love,"307,176 likes",/BvZcyVvDhRI/,0,doctor.mike
257,257,MARCH 17,"My sidekick for the weekend 🐵
Mission- Keep everyone Happy & Healthy ⛑#squirrelmonkey #miami","289,433 likes",/BvHrRQrj-lO/,0,doctor.mike
258,258,MARCH 6,I can’t wait for @thebearpup to get back from training so we can roam the hospital together bringing smiles to patients’ faces 😃🐶❤️ #newfie #puppy,"237,754 likes",/BurFpsEDPeL/,0,doctor.mike
259,259,MARCH 4,Don’t shy away from your happiness! Stop yourself from turning golden joy into emotional lead ❤️🔥😃 #positivevibes #nyc,"198,046 likes",/Bul26CwjO9A/,0,doctor.mike
260,260,FEBRUARY 26,While @thebearpup is in training @roxy.husky is doing her best to keep me company 🐶💤❤️ #sleepy #husky #puppy,"240,656 likes",/BuWfKfaDRTL/,0,doctor.mike
262,262,FEBRUARY 19,"From day one they’ll tell you the journey is long, arduous, and probably not worth it. Well, prove them wrong not by arguing but by succeeding. ⛑❤️👨🏻‍⚕️ #health #doctor #happiness","223,495 likes",/BuEXHbED60P/,0,doctor.mike
265,265,FEBRUARY 6,Making house calls this week ⛑👨🏻‍⚕️ Who’s next??? 😜🏥 #nyc #doctor,"244,474 likes",/Bti8WWcjR5g/,0,doctor.mike
266,266,JANUARY 30,"Only when you can be truly honest with yourself, can you then begin to enjoy the little things in life ❤️🤓👔 #nyc #mensfashion #mensstyle","207,605 likes",/BtQz2bljxVO/,0,doctor.mike
267,267,JANUARY 18,New York is one of those places that constantly inspires you to be your best— everyday I wake up striving to do better 🌃❤️💪🏼#nyc #mensfashion #mensstyle,"283,871 likes",/Bsx9JL7gl7C/,0,doctor.mike
268,268,JANUARY 7,"Quit fearing negativity and bad outcomes. Instead sit up tall, smile, and enjoy this crazy little thing called “life” ❤️⛑👍🏼#mondaymotivation #doctor #health","261,479 likes",/BsVmkNkAeyi/,0,doctor.mike
269,269,JANUARY 3,I told him my New Years resolution was to eat more veggies and he said “I’m game” 😝😂🦒#veggies #safari #costarica,"301,683 likes",/BsLs4dLA5cb/,0,doctor.mike
271,271,1 DAY AGO,Happy Father’s Day dads. Don’t listen to our song Father’s Day though. It’s too sad of a vibe. Be happy and listen to Frank Sinatra or something dad-appropriate. Can you find the wild Jon Rodney in this photo? 🙂🙂🙂 Photo: @_codycutter,251 likes,/ByyFn3wAK1S/,0,_dealcasino_
272,272,3 DAYS AGO,Hey thanks if you watched the livestream yesterday. People harassed us and it made us better musicians. Here is good ol’ joeC. Photo: @_codycutter,393 likes,/Bys6k1eAdH4/,0,_dealcasino_
278,278,JUNE 4,"Wish the #menace #king #space #dawg himself @jonrodney_dc , a very happy 26th birthday !! photo: @cc4prezi",483 likes,/BySbKNLg0O6/,0,_dealcasino_
281,281,JUNE 1,"thank you to everyone who watched us yesterday, and to our dude Redman, who took good care of the boys all day.",717 likes,/ByK1JqKA0Dc/,0,_dealcasino_
286,286,MAY 26,"We tried very hard to look serious/cool in this picture. The bubbles and their positivity did not allow for that.
Photo: @_codycutter",769 likes,/Bx7mz-FAiLi/,0,_dealcasino_
287,287,MAY 24,"joeP is out of pants bc you nice people signed them all. Robin Hood is out in one week, please pre save it so he can afford new ones. (Link in bio) #controversy #clickbait 📸 by the @_codycutter",743 likes,/Bx2nTcQAX1M/,0,_dealcasino_
288,288,MAY 22,"@madelynb21 listens to our band in Sparta,NJ and found out we all grew up there (except chrizz) and found our yearbook photos somehow. Thank you.
Photo by: that weird guy on picture day.",943 likes,/BxxJXL-AhDW/,0,_dealcasino_
292,292,MAY 15,"tour photos apparently don’t get a lot of likes, but we love every single person in this photo so much. @rrettino @wolfbauer @badflowermusic @fencerband @cianocioffi",635 likes,/BxfLP74AkGZ/,0,_dealcasino_
298,298,1 DAY AGO,Happy #FathersDay!,"3,541,311",/ByxtoNWHWLw/,0,theellenshow
299,299,2 DAYS AGO,Love has got your back. #EV1,"281,042 likes",/BytQ90EhisD/,0,theellenshow
301,301,3 DAYS AGO,#TGIF! These GIFs Is Funny,"814,898 likes",/BytAU9YBYdy/,0,theellenshow
304,304,3 DAYS AGO,Raise your hand if you’re adorable.,"713,762 likes",/Byqu-Deh93c/,0,theellenshow
310,310,5 DAYS AGO,"I don’t have kids, but a time out sounds nice.","1,848,293",/Bynly8xBEGK/,0,theellenshow
314,314,5 DAYS AGO,"The perfect look for your office pride party. They have those, right?","245,181 likes",/Byli-y2he2L/,0,theellenshow
325,325,JANUARY 4,Mama Too’s ...going off,"62,383 likes",/BsPJXq9A84V/,0,jerryseinfeld
327,327,"DECEMBER 24, 2018",The perfect Christmas gift: the @netflix premiere of “Stand Up and Away! with Brian Regan” @brianregancomedian,"7,695 likes",/BrzDXDwga42/,0,jerryseinfeld
328,328,"DECEMBER 23, 2018","I love this Festivus display our great friends at Sony in Culver City have set up.
What I love most about Festivus is the great speech we wrote for Jerry Stiller telling the story and they’ve done a beautiful job laying it out graphically.
I still remember quite well how we wrote it.
Like any good piece of comedy there is not one wasted word and a lot of story is compressed into just a few sentences.
My favorites are:
“I went to buy a doll for my son”
and
“As I rained blows upon him”
So informative of the strange relationship George and his Father seemed to have. Affectionate yet explosive at any moment.
Anyway, love that even in 2018, ""Festivus rolls on..” Thanks to Dan O’Keefe and Happy Festivus everybody!","105,278 likes",/BrvRiDMANMf/,0,jerryseinfeld
329,329,"OCTOBER 23, 2018",“Kid on Kid Crime Wave Hits City”,"52,155 likes",/BpRwJjiHQpQ/,0,jerryseinfeld
338,338,"JULY 21, 2018",O-key Do-key No-key. @theellenshow,"216,959",/BlfwJoPlD_F/,0,jerryseinfeld
341,341,"JULY 16, 2018",Get in the car and take a ride with @theellenshow @thedanacarvey @realtracymorgan @johnmulaney @hasanminhaj Zach Galifianakis and Kate McKinnon.,"154,405",/BlTy7OLjHvK/,0,jerryseinfeld
342,342,"JULY 15, 2018","Ladies and gentlemen, the one and only @realtracymorgan.","187,270",/BlQTgubDsFe/,0,jerryseinfeld
343,343,"JULY 13, 2018","You too can have the breakfast of Jerrys: three fried eggs up, very very very stiff bacon, and a lot of laughs.","210,663",/BlLQ1Ayl4rq/,0,jerryseinfeld
344,344,"JULY 12, 2018",Kate McKinnon is like a good burp – she’s just objectively funny.,"181,791",/BlI2bl3BmW-/,0,jerryseinfeld
345,345,9 MINUTES AGO,Two words: THANK YOU! We’re so grateful. Number 1 on the @billboard 200 with 414k for the first week?! 🤯🤯🤯,"71,946",/By009pkn2it/,0,jonasbrothers
346,346,19 HOURS AGO,Boston!! You were so loud 🔥🔥🔥 Thank you guys for an awesome show @kiss108! #kiss108kissconcert,"235,156 likes",/ByywKRyHwaZ/,0,jonasbrothers
347,347,1 DAY AGO,Happy Father’s Day @kevinjonas!!,"629,230 likes",/ByxwO2nngNr/,0,jonasbrothers
348,348,1 DAY AGO,Today is the 10 year anniversary of #LinesVinesAndTryingTimes 🤯 What was your favorite song off the record??,"907,996 likes",/ByxYbbnHIE-/,0,jonasbrothers
351,351,2 DAYS AGO,Thank you @1061bli for an amazing night! Jones Beach is now Jonas Beach 😎 #BLISUMMERJAM,"209,896 likes",/Byt-Yq9nVQU/,0,jonasbrothers
357,357,5 DAYS AGO,The @tumblr offices in NYC have a giant unicorn pool float. Just thought you guys should know 🦄🍕🌈,"309,878 likes",/Byn5gLtnPf4/,0,jonasbrothers
358,358,5 DAYS AGO,Seeing you guys holding this record in your hands feels kind of surreal. We’re so grateful. Keep posting pics because we’re trying to like everyone’s posts with the album all week 😎 #HappinessBegins,"162,939",/BynseUTneLm/,0,jonasbrothers
367,367,7 DAYS AGO,Name that song 😎 #HappinessBegins,"779,917",/BygdpdHHTFU/,0,jonasbrothers
368,368,JUNE 8,Dressing room neighbors at #CapitalSTB 💥 @5sos,"1,087,929 likes",/BydviHnnDfF/,0,jonasbrothers
369,369,JUNE 8,Year 3000 at #CapitalSTB with the one and only @busted!! Thank you guys for hitting the stage with us 😎🇬🇧,"383,406 likes",/ByderawnvIY/,0,jonasbrothers
371,371,JUNE 9,Those summer burns are just around the corner ☀️,"9,077 likes",/ByfzS20l1VE/,0,bdorts
372,372,JUNE 6,Film from Big Sur earlier this year 🎞,"3,685 likes",/ByYXbKEl1iM/,0,bdorts
374,374,MAY 26,On & on,"6,325 likes",/Bx7wnFglS9T/,0,bdorts
378,378,MAY 15,Ready for summer but loving this spring weather 🌸,"4,541 likes",/Bxfb6BKlUpi/,0,bdorts
379,379,MAY 12,"After seeing this place in photos for years, I finally made it out to the Arashiyama bamboo forest and it was otherworldly","3,545 likes",/BxXubaGH7UT/,0,bdorts
380,380,MAY 10,Sunrise strolls through Kyoto,"5,815 likes",/BxSla1onN5Q/,0,bdorts
381,381,MAY 4,This place was definitely a highlight from my trip to Japan. Seeing the deer walk right up to you and watching them roam freely around Nara was a crazy experience.,"4,829 likes",/BxDGLjbH0xz/,0,bdorts
382,382,MAY 2,Morning coffee runs in Fujiyoshida.,"7,190 likes",/Bw99Kv3nYzJ/,0,bdorts
383,383,APRIL 28,Full moon over Tokyo 🌕,"5,170 likes",/Bwzplc1H0hZ/,0,bdorts
384,384,APRIL 24,Beauty around every corner 🇯🇵,"2,797 likes",/BwpYYa7nrYI/,0,bdorts
385,385,APRIL 22,Sharing this one again because it’s still my favorite place I’ve been. Happy Earth Day friends 🌎,"6,280 likes",/BwkKbYSntXM/,0,bdorts
386,386,APRIL 21,Spent the past 10 days traveling around Japan with friends from back home. Such an amazing experience seeing Mt Fuji for the first time surrounded cherry blossoms 🌸🗻🌸,"9,982 likes",/Bwhnhu3nhch/,0,bdorts
387,387,APRIL 8,Yesterday on the Oregon coast with my favorite person. Off to Japan today to chase the end of cherry blossom season!🌸 🇯🇵,"8,651 likes",/BwAJRwxH-BG/,0,bdorts
388,388,MARCH 24,@youngbex on a rainy day in Alaska ☔️,"7,859 likes",/BvZgjbRHoQn/,0,bdorts
389,389,MARCH 17,Good times in the Faroes 🌊,"6,520 likes",/BvHjOy-nvGY/,0,bdorts
390,390,MARCH 16,From our time out on the Big Sur coast. Excited to be shooting more in the coming weeks ✌🏻,"3,347 likes",/BvE6Z7pnoOm/,0,bdorts
391,391,MARCH 8,Morning commute in Washington ☁️,"7,584 likes",/BuwbUkMHIz3/,0,bdorts
392,392,MARCH 2,Icy mornings in the Arctic ❄️,"6,110 likes",/BuhAPn-nlBv/,0,bdorts
393,393,FEBRUARY 17,A shot from last month in Big Sur. I’m sure going to miss being so close to this stretch of coast. Back to Portland 🔜,"8,070 likes",/Bt_mm2ynIiv/,0,bdorts
394,394,FEBRUARY 10,Seeing the low hanging fog in the valley sure is special. Happy Sunday folks 👋🏻,"8,403 likes",/BttoGETnEKq/,0,bdorts
395,395,1 DAY AGO,Happy Father’s Day Justin! So grateful for your Harvard Nectar 💦❤️,"100,718 likes",/Byx3QNQg07K/,0,aliwong
396,396,2 DAYS AGO,#AlwaysBeMyMusubi,"86,709 likes",/ByvSCWJALYv/,0,aliwong
398,398,4 DAYS AGO,My incredible niece surprised me with this tribute dish. #AlwaysBeMyFavoriteNiece #AuntieAliLovesYou #NephewsStepItUp,"118,263 likes",/ByqETRrgUpE/,0,aliwong
404,404,JUNE 7,😘 @humberto ❤️ Him and @carollim continue to do blow me away with everything they do and say about the world through @openingceremony #yearofmexico,"16,943 likes",/BybyDb7gUB-/,0,aliwong
407,407,JUNE 6,"I finally met @evachen212 , a boss lady who happens to be one of the best dressed moms in the world. So lovely to have a real chat with you ❤️","39,698 likes",/ByXdij4Auen/,0,aliwong
420,420,1 HOUR AGO,@iamlenaheadey I finally got our ‘fruity hand of Queen’ into Production. Should be on Amazon anytime now. 😘❤️N,"183,776 likes",/By0uwDwp5F5/,0,nikolajwilliamcw
421,421,1 DAY AGO,Just saw this photo by steffen m.olsen. North west of Greenland last thursday. Incredible.,"92,420 likes",/ByyOCwupXIR/,0,nikolajwilliamcw
424,424,7 DAYS AGO,"The damage plastics are doing to our oceans is unbelievable. Just last month, scientists discovered a plastic bag on the floor of the deepest part of the ocean. And we’re seeing whales, dolphins and seagulls die with a stomach full of plastic.
The ocean isn’t our garbage dump. We need it to live, to breathe, to survive. So do marine animals. Let’s cut out the plastic, recycle and reuse what we can, and do our part to keep the oceans clean.@undp #worldoceansday","196,057 likes",/ByggLn4JB7T/,0,nikolajwilliamcw
428,428,MAY 24,@lukeauger thank you for a great game. You won yesteryears game but todays championship to end all championships best out of 3 you lost. 10-9 in in the third and decisive game. Fun times. And yes I love games as much today as when I was a boy. #sudburychampion #thesilencing #iamsurethemapleleafswillwinbefore2050,"670,632",/Bx3I9Wunerb/,0,nikolajwilliamcw
429,429,MAY 21,This is @lukeauger . He is cool. From Sudbury. And he is trying to avoid playing fussball with me. Claims he is the undisputed fussball champ of Sudbury. Apprently there are no tables left in all of sudbury. So. Please. If you are in Sudbury and have access to a table. Contact Luke!,"245,870 likes",/BxvhwK6JgZd/,0,nikolajwilliamcw
433,433,MAY 13,"The best, sweetest most wonderful sister from another mother @iamlenaheadey . That was a fun decade 😘","1,370,195 likes",/Bxa9tcbJMW4/,0,nikolajwilliamcw
435,435,MAY 11,My daughter @safinawaldau claims she needs new shoes. Nothing a bit of clue cant fix right?,"187,918 likes",/BxVNgcYJAqq/,0,nikolajwilliamcw
439,439,APRIL 22,"#Rwanda’s Green Villages are great examples to help tackle #climatechange. In the Rweru Model Village, organic waste & rainwater provide energy & water for families. Sustainable land use promotes low carbon & protects communities against climate-related impacts. #EarthDay @undp","974,883",/Bwj69ItHtjn/,0,nikolajwilliamcw
440,440,APRIL 20,"Rwanda is now observing a month of remembrance for the victims of the 1994 Genocide. To see a Country that literally rose from the ashes is incredible. They insist on Never again, Inclusion for all, Leave noone behind. Its an inspiration to all of us. @UNDP @paulkagame","292,516",/Bwfc2BRHmrb/,0,nikolajwilliamcw
443,443,APRIL 13,"So impressive to see a country breaking the glass ceiling in #entrepreneurship, parliamentary representation, and #climateaction. #Rwanda is ahead of the curve in making sure that women, youth, and people with disabilities are not left behind. Stay tuned for more posts about the amazing experience that I had as a @undp Goodwill Ambassador","349,204",/BwMLF9in-B9/,0,nikolajwilliamcw
444,444,1 DAY AGO,"The older I get, the more I treasure any time I get to spend with my dad. He is all the things I strive to be: a fantastic husband, a loving father, an effective philanthropist, and an engaged citizen of the world. Happy #fathersday, Dad.","350,761 likes",/ByxpeDJg6KT/,0,thisisbillgates
445,445,JUNE 8,"Thank you for being a friend, Warren. #BestFriendsDay","609,661",/BydTxLIAb-R/,0,thisisbillgates
448,448,MAY 15,"Everyone at the @gatesfoundation looks forward to days when our trustee Warren is on campus. @melindafrenchgates and I couldn’t ask for a better champion for our employees, partners, and grantees. It was great to laugh and learn with him at our annual employee meeting.","214,944 likes",/Bxf3Xbfgxwt/,0,thisisbillgates
450,450,MAY 7,"For Teacher Appreciation Day, I’m thrilled to celebrate Washington State Teacher of the Year, Robert Hand. He recently showed me how cutting up a chicken is an important life skill (stay tuned for a video about that later this year). Which teacher has made the biggest impact on your life? ‪#ThankATeacher","93,790 likes",/BxLVCLagAIF/,0,thisisbillgates
451,451,APRIL 30,"Microbiologist Peter Piot was just 27 years old when the lab where he was working received a blood sample infected with a then-unknown disease. That virus is now known as Ebola and Peter was part of the team that helped discover it. I’ve spent a lot of time with Peter over the years, and I never get tired of hearing him talk about the case that made him famous.","96,493 likes",/Bw43x2qgYa_/,0,thisisbillgates
452,452,APRIL 25,I’m as optimistic as ever that we can beat malaria. Here’s what it will take to end the disease for good. #WorldMalariaDay,"251,498",/BwroEtaAI0W/,0,thisisbillgates
455,455,APRIL 18,"#TBT to the time I helped release mosquitoes infected with a common bacterium that can block the spread of dengue during a trip to Indonesia. (My hosts gave me a blangkon — a traditional Javanese headdress — to wear for the visit.) If you’re as curious about mosquito-borne diseases as I am, I’ve put a link in my bio to help you explore some of the fascinating science behind these diseases (and what we’re learning about how to stop them). #MosquitoWeek","191,944 likes",/BwZlQ1VAwY8/,0,thisisbillgates
456,456,APRIL 12,@melindafrenchgates and I were honored to join @georgewbush and @laurawbush last night in Dallas. Their leadership of programs like @PEPFAR has helped save millions of lives around the world.,"156,949 likes",/BwLAqfEAGbr/,0,thisisbillgates
458,458,MARCH 20,"India has more than 135 million goats – one-sixth of the world’s goat population -- and most of them are managed by women. That’s why I’m excited about the potential of a program called Project Mesha. Women are being trained to provide veterinary services to goats, which gives them a source of income and increases their independence. Although this project is still relatively small, it has the potential to make a huge impact for poor women and their families.","118,233 likes",/BvP6KFkA1eB/,0,thisisbillgates
459,459,MARCH 19,@stanford’s Institute for Human-Centered Artificial Intelligence brings together experts from disciplines ranging from economics to ethics to understand how AI can improve life around the world. I really enjoyed being a part of the launch on Monday.,"139,360 likes",/BvNDoPWgWih/,0,thisisbillgates
461,461,MARCH 5,"North-Grand High School was once ranked among the worst schools in Chicago. Today, it’s among the best. That’s because North-Grand and the Network for College Success began working together to increase the number of freshmen who finish the year on-track. Just seven years later, 95 percent of its freshman are on-track to graduate (up from 76 percent).","188,592 likes",/Buo5c0GgdOl/,0,thisisbillgates
462,462,FEBRUARY 23,"One of the most surprising experiences for me last year was participating in a discussion group with a bunch of teenage boys at a high school in Chicago. Although some of the guys talked about typical teenage frustrations—a teacher was treating them unfairly, or they kept dying in a video game—others had tragic stories. One had just watched a family member go to jail. Another spoke about a friend who had been shot. It was inspiring to see these young men working on dealing with their anger much earlier than I did. I was touched by the respect they had for each other and the intimacy they allowed themselves. I left thinking: This is how every classroom in the world should feel.","107,931 likes",/BuO0dBXgf7j/,0,thisisbillgates
463,463,FEBRUARY 21,#TBT to that time I traveled halfway across the world to look at a toilet.,"342,065 likes",/BuJfsOYAHJx/,0,thisisbillgates
